番組ID,番組分類,ゲーム種別,番組名,バングミメイ,番組名補,バングミメイホ,放映話数,年齢制限,放映開始日
11993,"ゲーム","アドベンチャー","セーラー服心療妻科","セーラーフクシンリョウサイカ","~内緒のえっちなカウンセリング~","ナイショノエッチナカウンセリング","","18才以上","2009-08-28"
11904,"ドラマ","","セーラー服通り","セーラーフクドオリ","","","12","","1986-01-10"
8173,"一般映画","","セーラー服と機関銃","セーラーフクトキカンジュウ","","","1","","1981-12-19"
4924,"テレビ特撮","","セーラー服反逆同盟","セーラーフクハンギャクドウメイ","","","23","","1986-10-13"
12966,"ドラマ","","セーラー服恋愛教室 愛のレッスンA!B!!C!?","セーラーフクレンアイキョウシツアイノレッスンエービーシー","","","1","","1986-01-06"
7706,"ゲーム","","性愛学園ふぇち科","セイアイガクエンフェチカ","","","","18才以上","2005-02-25"
707,"テレビ特撮","","星雲仮面マシンマン","セイウンカメンマシンマン","","","36","","1984-01-13"
15846,"ゲーム","アドベンチャー","聖エステラ学院の七人の魔女","セイエステラガクインノシチニンノマジョ","","","","18才以上","2013-03-29"
8965,"ゲーム","アドベンチャー","聖炎天使エレアノール","セイエンテンシエレアノール","-Blaze Angel Eleanor-","ブレーズエンジェルエレアノール","","18才以上","2007-06-29"
16025,"ゲーム","アドベンチャー","星逢のプリズムギア","セイオウノプリズムギア","","","","18才以上","2013-07-26"
3820,"テレビアニメーション","","星界の戦旗","セイカイノセンキ","","","13","","2000-04-14"
7551,"オリジナルビデオアニメーション","","星界の戦旗III","セイカイノセンキスリー","","","","","2005-08-26"
4768,"テレビアニメーション","","星界の戦旗II","セイカイノセンキツー","","","10","","2001-07-11"
1869,"テレビアニメーション","","星界の紋章","セイカイノモンショウ1","","","13","","1999-01-03"
17362,"ゲーム","アドベンチャー","セイカツ! ~みんな大好き! 極めて、えろラボ!~","セイカツミンナダイスキキワメテエロラボ","","","","18才以上","2014-08-29"
6272,"ゲーム","アドベンチャー","盛夏の杜","セイカノモリ","","","","","2001-03-16"
18333,"ゲーム","アドベンチャー","聖騎士Melty☆Lovers","セイキシメルティラバース","","","","18才以上","2015-09-18"
11438,"ゲーム","アドベンチャー","正義の教室","セイギノキョウシツ","","","","18才以上","2009-04-24"
511,"テレビ特撮","","正義のシンボル コンドールマン","セイギノシンボルコンドールマン","","","24","","1975-03-31"
10440,"ドラマ","","正義の味方","セイギノミカタ","","","10","","2008-07-09"
12861,"テレビアニメーション","","世紀末オカルト学院","セイキマツオカルトガクイン","","","13","","2010-07-06"
2188,"劇場用アニメーション","","世紀末救世主伝説北斗の拳","セイキマツキュウセイシュデンセツホクトノケン","","","1","","1986-03-08"
708,"テレビアニメーション","","世紀末救世主伝説北斗の拳2","セイキマツキュウセイシュデンセツホクトノケンツウ","","","43","","1987-03-12"
2136,"オリジナルビデオアニメーション","","世紀末☆ダーリン","セイキマツダーリン","","","","","1996-02-16"
12125,"テレビスペシャル","","世紀末伝説ワンダフルタツノコランド円盤星人UBO","セイキマツデンセツワンダフルタツノコランドエンバンセイジンユービーオー","","","1","","1999-12-31"
2905,"オリジナルビデオアニメーション","","聖飢魔II HUMAN SOCIETY 人類愛に満ちた社会","セイキマツヒューマンソシエティジンルイアイニミチタシャカイ","","","1","","1992-07-01"
1971,"劇場用アニメーション","","世紀末リーダー外伝 たけし!","セイキマツリーダーガイデンタケシ","","","1","","1998-07-26"
14287,"ゲーム","アドベンチャー","性狂育 ~モンスターペアレントの理不尽な要求~","セイキョウイクモンスターペアレントノリフジンナヨウキュウ","","","","18才以上","2012-03-23"
709,"テレビアニメーション","","正義を愛する者月光仮面","セイギヲアイスルモノゲッコウカメン","","","39","","1972-01-10"
13060,"ゲーム","アドベンチャー","Sacred † Vampire","セイクリッドヴァンパイア","","","","18才以上","2010-10-29"
10510,"ゲーム","アドベンチャー","セイクリッドグラウンド","セイクリッドグラウンド","","","","18才以上","2008-03-28"
13584,"テレビアニメーション","","セイクリッドセブン","セイクリッドセブン","","","12","","2011-07-03"
14021,"テレビスペシャル","","セイクリッドセブン 銀月の翼","セイクリッドセブンシロガネノツバサ","","","1","","2012-01-07"
19027,"ゲーム","ロールプレイング","SACRED2 FALLEN ANGEL","セイクリッドツーフォーレンエンジェル","","","","15才以上","2010-02-10"
19066,"ゲーム","アドベンチャー","聖鍵遣いの命題《プロポジション》","セイケンヅカイノプロポジション","","","","18才以上","2016-05-27"
17788,"テレビアニメーション","","聖剣使いの禁呪詠唱","セイケンツカイノワールドブレイク","","","12","","2015-01-12"
3204,"ゲーム","","聖剣伝説 Legend of MANA","セイケンデンセツ","","","","","1999-07-15"
17098,"ゲーム","アクションロールプレイング","聖剣伝説","セイケンデンセツ","ファイナルファンタジー外伝","ファイナルファンタジーガイデン","","","1991-06-28"
17105,"ゲーム","アクションロールプレイング","聖剣伝説4","セイケンデンセツフォー","DAWN of MANA","ドーンオブマナ","","","2006-12-21"
17078,"ゲーム","アクションロールプレイング","聖剣伝説 RISE of MANA","セイケンデンセツライズオブマナ","","","","","2014-03-06"
10979,"ゲーム","アドベンチャー","聖剣のフェアリース","セイケンノフェアリース","","","","18才以上","2009-03-27"
11903,"テレビアニメーション","","聖剣の刀鍛冶","セイケンノブラックスミス","","","12","","2009-10-03"
16599,"オリジナルビデオアニメーション","","せいこう!~Lose A Virgin For The First Term~","セイコウローズアバージンフォーザファーストターム","","","1","18才以上","2013-09-20"
17022,"テレビアニメーション","","星刻の竜騎士","セイコクノドラグナー","","","12","","2014-04-05"
12230,"テレビアニメーション","","聖痕のクェイサー","セイコンノクェイサー","","","24","","2010-01-10"
13437,"テレビアニメーション","","聖痕のクェイサーII","セイコンノクエイサーツー","","","12","","2011-04-12"
14099,"オリジナルビデオアニメーション","","性裁","セイサイ","","","2","18才以上","2003-01-10"
1567,"オリジナルビデオアニメーション","","聖獣機サイガード -CYBERNETICS.GUARDIAN-","セイジュウキサイガードサイバネティックスガーディアン","","","1","","1989-11-01"
712,"テレビアニメーション","","星銃士ビスマルク","セイジュウシビスマルク","","","52","","1984-10-07"
1616,"テレビ特撮","","星獣戦隊ギンガマン","セイジュウセンタイギンガマン","","","50","","1998-02-22"
711,"テレビアニメーション","","青春アニメ全集","セイシュンアニメゼンシュウ","","","32","","1986-04-25"
11121,"テレビスペシャル","","青春アニメ デジビー","セイシュンアニメデジビー","","","4","","1997-11-30"
14976,"ドラマ","","青春とはなんだ","セイシュントハナンダ","","","41","","1965-10-24"
14336,"ドラマ","","青春ド真中!","セイシュンドマンナカ","","","13","","1978-05-07"
16280,"ゲーム","アドベンチャー","青春はじめました!","セイシュンハジメマシタ","","","","","2013-09-26"
12902,"ドラマ","","青春はみだし刑事","セイシュンハミダシケイジ","","","17","","1983-10-22"
2578,"オリジナルビデオアニメーション","","青春夫婦物語 恋子の毎日2","セイシュンフウフモノガタリレンコノマイニチ2","","","1","","1990-03-23"
2205,"テレビアニメーション","","青春名作アニメ","セイシュンメイサクアニメ","","","2","","1987-10-08"
5366,"ラジオ","","青春ラジメニア","セイシュンラジメニア","","","","","1989-04-02"
18758,"ドラマ","","青春をぶっつけろ!","セイシュンヲブッツケロ","","","","","1965-02-06"
2100,"オリジナルビデオアニメーション","","聖少女艦隊バージンフリート","セイショウジョカンタイバージンフリート","","","3","","1998-04-25"
17188,"オリジナルビデオアニメーション","","聖娼女 THE ANIMATION","セイショウジョジアニメーション","","","","18才以上","2014-07-25"
15985,"ゲーム","アドベンチャー","聖娼女 -性奴育成学園-","セイショウジョセイドイクセイガクエン","","","","18才以上","2013-07-26"
11095,"オリジナルビデオアニメーション","","聖少女戦隊レイカーズEX","セイショウジョセンタイレイカーズイーエックス","","","1","","1996-05-21"
